"","IncidentMonth","IncidentWeekOfMonth","IncidentDayOfWeek","Make","IncidentAddressType","DeclarationDayOfWeek","DeclarationMonth","DeclarationWeekOfMonth","DriverGender","DriverMaritalStatus","DriverAge","Fault","PolicyType","VehicleCategory","VehiclePrice","FraudFound","PolicyNumber","RepairerDetailID","Deductible","DriverRating","DaysPolicyAccident","DaysPolicyClaim","PastNumberOfClaims","AgeOfVehicle","AgeOfPolicyHolder","PoliceReportFiled","WitnessPresent","AgentType","NumberOfSuppliments","AddressChangeClaim","NumberOfCars","IncidentYear","BasePolicy"
"98","Jun",1,"Saturday","Mazda","Rural","Monday","Jun",1,"Female","Married",69,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,12828,11,400,2,"more than 30","more than 30","2 to 4","more than 7","over 65","No","No","External","none","no change","1 vehicle",1996,"Collision"
"99","Jun",3,"Saturday","Pontiac","Urban","Monday","Jun",3,"Female","Married",44,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,3123,5,400,3,"more than 30","more than 30","2 to 4","6 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"100","Dec",2,"Monday","Chevrolet","Urban","Tuesday","Dec",3,"Female","Married",47,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",0,9163,13,400,4,"more than 30","more than 30","1","6 years","41 to 50","No","Yes","External","none","no change","1 vehicle",1995,"All Perils"
"101","Apr",3,"Thursday","Toyota","Urban","Friday","Apr",4,"Male","Married",34,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,10588,14,400,1,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1995,"Collision"
"102","Nov",5,"Tuesday","Toyota","Rural","Tuesday","Nov",5,"Male","Married",63,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,1133,5,400,1,"more than 30","more than 30","1","more than 7","51 to 65","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"103","Jul",3,"Friday","Mazda","Urban","Wednesday","Jul",3,"Male","Married",57,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,8093,14,400,2,"more than 30","more than 30","1","more than 7","51 to 65","No","No","External","1 to 2","no change","1 vehicle",1995,"Collision"
"104","Oct",3,"Friday","Honda","Urban","Saturday","Oct",3,"Female","Married",40,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,7198,2,400,1,"more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1995,"Collision"
"105","May",2,"Tuesday","Pontiac","Rural","Friday","May",2,"Male","Married",39,"Third Party","Sedan - All Perils","Sedan","less than 20000",0,13870,6,400,4,"more than 30","more than 30","none","5 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1996,"All Perils"
"106","Feb",1,"Friday","Honda","Rural","Friday","Mar",3,"Male","Single",0,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,121,8,400,3,"more than 30","more than 30","none","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"107","Apr",3,"Tuesday","Mazda","Urban","Thursday","Apr",5,"Male","Single",62,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,12702,15,400,4,"more than 30","more than 30","1","more than 7","51 to 65","No","No","External","3 to 5","no change","1 vehicle",1996,"Liability"
"108","Nov",4,"Thursday","Mazda","Urban","Monday","Nov",5,"Male","Married",28,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,8056,4,400,1,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1995,"Liability"
"109","Apr",3,"Friday","Mazda","Rural","Monday","Apr",3,"Male","Married",39,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,7243,9,500,4,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","more than 5","2 to 3 years","1 vehicle",1995,"Collision"
"110","Nov",4,"Sunday","Honda","Urban","Friday","Dec",1,"Male","Married",55,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,14731,10,400,1,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1996,"Collision"
"111","Aug",3,"Wednesday","Toyota","Urban","Wednesday","Aug",3,"Male","Married",55,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,6679,9,400,3,"more than 30","more than 30","2 to 4","6 years","41 to 50","No","No","External","1 to 2","4 to 8 years","2 vehicles",1995,"Collision"
"112","Jun",1,"Friday","Toyota","Urban","Friday","Jun",3,"Male","Married",60,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,2287,5,400,2,"more than 30","more than 30","1","more than 7","51 to 65","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"113","Oct",1,"Thursday","Pontiac","Rural","Friday","Oct",2,"Male","Married",30,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,3140,16,400,4,"more than 30","more than 30","2 to 4","5 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"114","Jul",2,"Wednesday","Pontiac","Urban","Wednesday","Jul",2,"Male","Single",30,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,904,2,400,3,"more than 30","more than 30","more than 4","7 years","31 to 35","No","No","External","more than 5","4 to 8 years","2 vehicles",1994,"Collision"
"115","Jun",4,"Wednesday","Toyota","Urban","Monday","Jun",4,"Female","Married",34,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",1,4650,16,400,4,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"116","Jan",3,"Thursday","Chevrolet","Urban","Thursday","Jan",3,"Female","Married",58,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,10399,4,400,3,"more than 30","more than 30","none","more than 7","51 to 65","No","No","External","1 to 2","no change","1 vehicle",1995,"Collision"
"117","Feb",4,"Sunday","Toyota","Urban","Wednesday","Mar",1,"Male","Single",35,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,11045,16,400,2,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1995,"All Perils"
"118","Aug",2,"Tuesday","Pontiac","Urban","Wednesday","Aug",2,"Male","Married",44,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,14463,9,400,1,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1996,"Collision"
"119","Jun",2,"Tuesday","Toyota","Urban","Friday","Jun",4,"Male","Married",64,"Third Party","Sedan - All Perils","Sedan","less than 20000",0,15289,8,400,4,"more than 30","more than 30","none","7 years","51 to 65","No","No","External","none","1 year","2 vehicles",1996,"All Perils"
"120","Aug",5,"Monday","Toyota","Urban","Tuesday","Sep",2,"Male","Married",41,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,9308,9,400,3,"more than 30","more than 30","1","more than 7","36 to 40","No","No","External","more than 5","no change","3 to 4",1995,"Collision"
"121","Apr",3,"Monday","Toyota","Urban","Tuesday","Apr",3,"Female","Single",29,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,3806,4,400,1,"more than 30","more than 30","none","5 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"122","Sep",4,"Tuesday","Pontiac","Urban","Monday","Oct",3,"Male","Married",40,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,713,13,400,4,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"123","Sep",4,"Tuesday","Pontiac","Rural","Tuesday","Sep",4,"Male","Single",30,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,6196,3,400,2,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","more than 5","4 to 8 years","2 vehicles",1995,"Liability"
"124","Jan",5,"Saturday","Toyota","Urban","Thursday","Feb",1,"Male","Single",30,"Third Party","Sedan - All Perils","Sedan","less than 20000",0,6796,5,400,3,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1995,"All Perils"
"125","Aug",2,"Thursday","Mazda","Urban","Tuesday","Aug",3,"Male","Single",28,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,12741,4,400,4,"more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","more than 5","1 year","1 vehicle",1996,"All Perils"
"126","Nov",3,"Tuesday","Toyota","Urban","Monday","Nov",3,"Male","Single",24,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,2743,3,400,2,"more than 30","more than 30","2 to 4","5 years","26 to 30","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"127","Jan",2,"Friday","Pontiac","Urban","Thursday","Jan",3,"Male","Married",37,"Third Party","Sedan - All Perils","Sedan","30000 to 39000",0,11704,7,400,4,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1996,"All Perils"
"128","Jan",3,"Tuesday","Honda","Rural","Wednesday","Jan",3,"Male","Married",33,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,1848,15,400,2,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"129","Nov",2,"Monday","Toyota","Urban","Wednesday","Nov",3,"Male","Married",40,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",0,5232,12,400,4,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"130","May",1,"Thursday","Mazda","Urban","Friday","May",1,"Male","Married",55,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,8024,8,400,2,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1995,"Liability"
"131","May",1,"Saturday","Toyota","Urban","Wednesday","May",2,"Female","Married",24,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,8191,4,400,4,"more than 30","more than 30","none","5 years","26 to 30","No","No","External","none","1 year","2 vehicles",1995,"Collision"
"132","Aug",2,"Wednesday","Pontiac","Urban","Wednesday","Aug",3,"Male","Married",37,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,11494,7,400,3,"more than 30","more than 30","1","6 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1996,"All Perils"
"133","Sep",3,"Monday","Toyota","Urban","Wednesday","Sep",4,"Male","Married",46,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,12591,10,400,4,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","3 to 5","no change","1 vehicle",1996,"Collision"
"134","Jul",4,"Wednesday","Chevrolet","Urban","Wednesday","Aug",1,"Male","Single",34,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,2558,6,400,1,"more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"135","Feb",2,"Saturday","Ford","Urban","Wednesday","Feb",3,"Male","Married",49,"Third Party","Sedan - All Perils","Sedan","40000 to 59000",0,855,11,400,4,"more than 30","more than 30","more than 4","5 years","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"136","Oct",3,"Wednesday","Honda","Urban","Thursday","Oct",3,"Male","Married",27,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,4723,16,400,1,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"137","Mar",4,"Wednesday","Honda","Urban","Wednesday","Apr",1,"Male","Married",27,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,11780,14,400,1,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1996,"Collision"
"138","Jul",3,"Monday","Honda","Urban","Monday","Jul",3,"Male","Single",34,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,9581,7,400,1,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1995,"Liability"
"139","Feb",3,"Sunday","Honda","Urban","Wednesday","Mar",2,"Male","Single",0,"Third Party","Sedan - All Perils","Sedan","more than 69000",0,6939,5,400,1,"more than 30","more than 30","none","new","16 to 17","No","No","External","none","no change","1 vehicle",1995,"All Perils"
"140","Mar",2,"Wednesday","Chevrolet","Urban","Wednesday","Mar",2,"Female","Married",55,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,357,8,400,3,"more than 30","more than 30","none","more than 7","41 to 50","No","No","Internal","more than 5","no change","1 vehicle",1994,"Liability"
"141","Apr",1,"Tuesday","Pontiac","Urban","Tuesday","Apr",1,"Male","Married",63,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,2632,11,400,2,"more than 30","more than 30","none","more than 7","51 to 65","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"142","Mar",1,"Tuesday","Pontiac","Urban","Tuesday","Mar",1,"Female","Single",39,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,13057,10,500,2,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","more than 5","2 to 3 years","1 vehicle",1996,"Collision"
"143","Jul",2,"Saturday","Toyota","Urban","Monday","Jul",2,"Male","Married",38,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,8860,10,400,4,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1995,"Collision"
"144","Dec",3,"Sunday","Toyota","Urban","Sunday","Jan",1,"Male","Married",40,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,4850,4,400,3,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"145","Sep",1,"Monday","VW","Rural","Wednesday","Sep",2,"Male","Married",50,"Policy Holder","Sedan - Collision","Sedan","40000 to 59000",0,6530,16,400,4,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1995,"Collision"
"146","Dec",3,"Monday","Honda","Urban","Wednesday","Dec",3,"Male","Married",40,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,8239,6,400,3,"more than 30","more than 30","none","more than 7","36 to 40","Yes","No","External","more than 5","no change","1 vehicle",1995,"Collision"
"147","Jun",4,"Wednesday","Mazda","Urban","Thursday","Jun",5,"Male","Single",45,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,11121,6,400,4,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1995,"All Perils"
"148","Mar",2,"Sunday","Ford","Urban","Monday","Mar",3,"Male","Married",52,"Policy Holder","Sedan - Liability","Sport","60000 to 69000",0,3286,5,400,3,"more than 30","more than 30","2 to 4","6 years","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"149","Jun",5,"Tuesday","Honda","Urban","Thursday","Jun",5,"Female","Married",28,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,2357,16,400,1,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"150","Aug",2,"Tuesday","Pontiac","Urban","Friday","Aug",2,"Male","Married",34,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,397,7,400,4,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"151","Feb",4,"Friday","Honda","Rural","Friday","Feb",4,"Male","Single",30,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,9820,2,400,4,"more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1995,"Collision"
"152","Jul",4,"Monday","Honda","Urban","Tuesday","Jul",4,"Female","Married",44,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,1325,13,400,2,"more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"153","Jul",5,"Wednesday","Chevrolet","Urban","Thursday","Mar",2,"Male","Married",28,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,9299,1,400,1,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1995,"Collision"
"154","Nov",2,"Friday","Toyota","Urban","Tuesday","Nov",4,"Male","Single",27,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,8096,13,400,4,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1995,"Liability"
"155","Apr",3,"Monday","Accura","Urban","Tuesday","Apr",3,"Male","Married",48,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,5646,4,400,3,"more than 30","more than 30","2 to 4","7 years","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
